Natacha Rambova,,,,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Chryssa,Nell Dorr,Helen Frankenthaler,Gego (Gertrud Goldschmidt),Suzanne Hausammann,Barbara Hepworth,Sheila Hicks,Hortense B. Isenberg,Maria Martins,Charlotte Perriand,Lyubov Popova,Germaine Richier,Sarai Sherman,Ruth Velissaratos,Monika Von Boch,"Heidi Weber, Zurich",Jane Wilson,,,,,,,
Grace Hartigan,Loren MacIver,Kay Sage,,,,,,,,,,,,,,,,,,,,,,
Loren MacIver,Georgia O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,
Marian Warzecha,,,,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Camille Bryen,Sari Dienes,Suzanne Duchamp,Perle Fine,Jean Follett,Hannah Hoch,Greta Knutson,Marisol (Marisol Escobar),Elizabeth McFadden,Louise Nevelson,Meret Oppenheim,Anne Ryan,Kay Sage,Niki de Saint Phalle,Marian Warzecha,Charmion von Wiegand,,,,,,,,
Eugenie Baizerman,Colette Bangert,Pamela Bianco,Joan Brown,Elaine de Kooning,Noemi Gerstein,Grace Hartigan,Joan Mitchell,Deborah de Moulpied,Nina Tryggvadottir,Charmion von Wiegand,,,,,,,,,,,,,,
Ruth Bernhard,Julia Margaret Cameron,Mary Ann Dorr,Dorothea Lange,Helen Levitt,Lisette Model,Tina Modotti,,,,,,,,,,,,,,,,,,
Carmen L. Cicero,,,,,,,,,,,,,,,,,,,,,,,,
Elaine de Kooning,Ellen Lanyon,Sarai Sherman,Jan Stussy,Joyce Treiman,,,,,,,,,,,,,,,,,,,,
Dorothea Lange,Marion Post Wolcott,,,,,,,,,,,,,,,,,,,,,,,
Halina Chrostowska,Gerda Mikhailova Nemenova,,,,,,,,,,,,,,,,,,,,,,,
Marian Warzecha,,,,,,,,,,,,,,,,,,,,,,,,
Louise Bourgeois,Sally Hazelet Drummond,Jean Follett,Marisol (Marisol Escobar),Louise Nevelson,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Julia Margaret Cameron,Imogen Cunningham,Gertrude Kaseebier,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Chryssa,Sally Hazelet Drummond,Marisol (Marisol Escobar),,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Elisabeth Frink,,,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Barbara Hepworth,Louise Nevelson,Germaine Richier,Renee Sintenis,,,,,,,,,,,,,,,,,,,,
Minna R. Harkavy,Marisol (Marisol Escobar),Florine Stettheimer,,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Natalia Goncharova,Georgia O'Keeffe,,,,,,,,,,,,,,,,,,,,,,
Carol Summers,,,,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Margaret Bourke-White,Julia Margaret Cameron,Imogen Cunningham,Nell Dorr,Lotte Jacobi,Consuelo Kanaga,Gertrude Kaseebier,Dorothea Lange,Lisa Larsen,Helen Levitt,Lisette Model,Tina Modotti,Marion Palfi,Anna Sander,,,,,,,,,,
Anni Albers,,,,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Helen Frankenthaler,Grace Hartigan,,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Emmy Andriesse,Julia Margaret Cameron,Dorothea Lange,Mrs. Theodore (Edith Kermit Carow) Roosevelt,Sabine Weiss,Marion Post Wolcott,Ylla,,,,,,,,,,,,,,,,,
Alda Maria Armagni,Lee Bontecou,Chryssa,Helen Frankenthaler,Louise Nevelson,,,,,,,,,,,,,,,,,,,,
Gwen John,Kirsten Kraa,Maria Martins,Alice Neel,Elizabeth Sparhawk-Jones,Grazia Varisco,,,,,,,,,,,,,,,,,,,
Sue Fuller,Gego (Gertrud Goldschmidt),Agnes Martin,,,,,,,,,,,,,,,,,,,,,,
Margaret Bourke-White,Dorothea Lange,Nina Leen,Sabine Weiss,,,,,,,,,,,,,,,,,,,,,
Mary Bauermeister,Lee Bontecou,,,,,,,,,,,,,,,,,,,,,,,
Mary Bauermeister,Hannah Hoch,Marian Warzecha,,,,,,,,,,,,,,,,,,,,,,
Anne Ryan,Charmion von Wiegand,,,,,,,,,,,,,,,,,,,,,,,
Julia Margaret Cameron,Louise Dahl-Wolfe,,,,,,,,,,,,,,,,,,,,,,,
Mary Bauermeister,Luca Crippa,,,,,,,,,,,,,,,,,,,,,,,
Kay Sage,,,,,,,,,,,,,,,,,,,,,,,,
Diane Arbus,Anna Chojnacka,Sylvia Plachy,Naomi Savage,,,,,,,,,,,,,,,,,,,,,
Marie Laurencin,,,,,,,,,,,,,,,,,,,,,,,,
Frances Benjamin Johnston,,,,,,,,,,,,,,,,,,,,,,,,
Dorothea Lange,,,,,,,,,,,,,,,,,,,,,,,,
Elaine Lustig Cohen,Sheila Hicks,Niki de Saint Phalle,Gretl Wollner,,,,,,,,,,,,,,,,,,,,,
Bridget Riley,,,,,,,,,,,,,,,,,,,,,,,,
Agnes Martin,Eleanore Mikus,Bridget Riley,Maria Helena Vieira da Silva,Ruth Vollmer,,,,,,,,,,,,,,,,,,,,
Marie Cosindas,,,,,,,,,,,,,,,,,,,,,,,,
Yayoi Kusama,Meret Oppenheim,,,,,,,,,,,,,,,,,,,,,,,
Atsuko Tanaka,,,,,,,,,,,,,,,,,,,,,,,,
Louise Nevelson,,,,,,,,,,,,,,,,,,,,,,,,
Mary Bauermeister,Lee Bontecou,,,,,,,,,,,,,,,,,,,,,,,
Musya Sheeler,,,,,,,,,,,,,,,,,,,,,,,,
Mary Cassatt,,,,,,,,,,,,,,,,,,,,,,,,
Diane Arbus,,,,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,,,,,,,,,,,,,,,,,,,,,,,,
Gego (Gertrud Goldschmidt),Noemi Gerstein,Frida Kahlo,Maria Martins,Amelia Pelaez del Casal,,,,,,,,,,,,,,,,,,,,
Kathe Kollwitz,,,,,,,,,,,,,,,,,,,,,,,,
Benita Sanders,Marianna Schmidt,,,,,,,,,,,,,,,,,,,,,,,
Mary Bauermeister,Lee Bontecou,,,,,,,,,,,,,,,,,,,,,,,
Kathe Kollwitz,,,,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,,,,,,,,,,,,,,,,,,,,,,,,
Mary Bauermeister,Lee Bontecou,Chryssa,Helen Frankenthaler,Kirsten Kraa,Marisol (Marisol Escobar),Agnes Martin,Louise Nevelson,Bridget Riley,,,,,,,,,,,,,,,,
Antonia Campi,Sheila Hicks,Gertrud Natzler,Afra Scarpa,Lynn Sexton,Britt-Louise Sundell,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Diane Arbus,Margaret Bourke-White,Julia Margaret Cameron,Imogen Cunningham,Gertrude Kaseebier,Dorothea Lange,Helen Levitt,Lisette Model,Tina Modotti,Naomi Savage,,,,,,,,,,,,,,
Nell Blaine,Elaine de Kooning,Helen Frankenthaler,Jane Freilicher,Grace Hartigan,Lee Krasner,Marisol (Marisol Escobar),Joan Mitchell,Niki de Saint Phalle,Jane Wilson,,,,,,,,,,,,,,,
Marisol (Marisol Escobar),,,,,,,,,,,,,,,,,,,,,,,,
Sonia Delaunay-Terk,Margaret Macdonald,Marisol (Marisol Escobar),Tomoko Miho,,,,,,,,,,,,,,,,,,,,,
Diane Arbus,Louise Dahl-Wolfe,Consuelo Kanaga,Hazel Kingsbury,Helen Levitt,,,,,,,,,,,,,,,,,,,,
Julia Margaret Cameron,Caroline Durieux,Naomi Savage,,,,,,,,,,,,,,,,,,,,,,
Wanda Gag,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Hoch,Meret Oppenheim,Niki de Saint Phalle,Sophie Taeuber-Arp,,,,,,,,,,,,,,,,,,,,,
Marisol (Marisol Escobar),,,,,,,,,,,,,,,,,,,,,,,,
Patricia Johanson,Agnes Martin,Georgia O'Keeffe,,,,,,,,,,,,,,,,,,,,,,
Dora Gad,,,,,,,,,,,,,,,,,,,,,,,,
Mary Bauermeister,Lee Bontecou,Marisol (Marisol Escobar),,,,,,,,,,,,,,,,,,,,,,
Marie Laurencin,,,,,,,,,,,,,,,,,,,,,,,,
Magdalena Abakanowicz,Anni Albers,Thelma Becherer,Delores Dembus Bittleman,Olga De Amaral,Sheila Hicks,Mary Walker Phillips,Moik Schiele,Gunta Stolzl,Lenore Tawney,Susan Weitzman,,,,,,,,,,,,,,
Ruth Asawa,Claire Falkenstein,Louise Nevelson,Irene Siegel,Joyce Treiman,June Wayne,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Mary Callery,Helen Frankenthaler,Grace Hartigan,Louise Nevelson,,,,,,,,,,,,,,,,,,,,
Louise Bourgeois,Lee Krasner,Joanna Pousette-Dart,,,,,,,,,,,,,,,,,,,,,,
Minna R. Harkavy,Marisol (Marisol Escobar),,,,,,,,,,,,,,,,,,,,,,,
Diane Arbus,Julia Margaret Cameron,Imogen Cunningham,Gertrude Kaseebier,Rogi Andre (Rozsa Klein),,,,,,,,,,,,,,,,,,,,
Adriana Maraz-Bernik,,,,,,,,,,,,,,,,,,,,,,,,
Jo Baer,,,,,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,Louise Nevelson,,,,,,,,,,,,,,,,,,,,,,,
Georgia O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,
Theora Hamblett,,,,,,,,,,,,,,,,,,,,,,,,
Ellen Brooks,Bea Nettles,,,,,,,,,,,,,,,,,,,,,,,
Betty Hahn,Elaine Mayes,Eve Sonneman,,,,,,,,,,,,,,,,,,,,,,
Mary Bauermeister,Melissa Gurdus,,,,,,,,,,,,,,,,,,,,,,,
Eva Hesse,Gladys Nilsson,Janet Sobel,Sophie Taeuber-Arp,,,,,,,,,,,,,,,,,,,,,
Imogen Cunningham,Florence Henri,Tina Modotti,,,,,,,,,,,,,,,,,,,,,,
Eva Hesse,Sophie Taeuber-Arp,,,,,,,,,,,,,,,,,,,,,,,
Eiko Ishioka,Judy Stern,,,,,,,,,,,,,,,,,,,,,,,
Hilla Becher,Hanne Darboven,Adrian Piper,,,,,,,,,,,,,,,,,,,,,,
Magdalena Abakanowicz,Pierangela d'Aniello,Mary Walker Phillips,Afra Scarpa,Gunta Stolzl,Susan Weitzman,,,,,,,,,,,,,,,,,,,
Berenice Abbott,,,,,,,,,,,,,,,,,,,,,,,,
Marie Laurencin,Gertrude Stein,,,,,,,,,,,,,,,,,,,,,,,
Agnes Martin,,,,,,,,,,,,,,,,,,,,,,,,
Seraphine Louis,,,,,,,,,,,,,,,,,,,,,,,,
Betty Hahn,,,,,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,Grace Hartigan,Joan Mitchell,,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Agnes Martin,,,,,,,,,,,,,,,,,,,,,,,
Joyce Wieland,,,,,,,,,,,,,,,,,,,,,,,,
Diane Arbus,Margaret Bourke-White,Kathe Kollwitz,Dorothea Lange,Marisol (Marisol Escobar),Tina Modotti,,,,,,,,,,,,,,,,,,,
Natalia Goncharova,Eva Hesse,Dorothea Rockburne,,,,,,,,,,,,,,,,,,,,,,
Sonia Delaunay-Terk,Natalia Goncharova,Marie Laurencin,Agnes Martin,Georgia O'Keeffe,Varvara Stepanova,Florine Stettheimer,,,,,,,,,,,,,,,,,,
Berenice Abbott,Diane Arbus,Margaret Bourke-White,Imogen Cunningham,Judy Dater,Frances Benjamin Johnston,Gertrude Kaseebier,Dorothea Lange,Helen Levitt,Elaine Mayes,Lisette Model,,,,,,,,,,,,,,
Agnes Martin,Dorothea Rockburne,,,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Carol Summers,,,,,,,,,,,,,,,,,,,,,,,
Nancy Graves,,,,,,,,,,,,,,,,,,,,,,,,
Theora Hamblett,Seraphine Louis,,,,,,,,,,,,,,,,,,,,,,,
Llewellyn Xavier,,,,,,,,,,,,,,,,,,,,,,,,
Kathan Brown,Vija Celmins,Futzie Nutzle,,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Eva Hesse,Georgia O'Keeffe,,,,,,,,,,,,,,,,,,,,,,
Barbara Morgan,,,,,,,,,,,,,,,,,,,,,,,,
Blythe Bohnen,,,,,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,Joan Mitchell,Louise Nevelson,Jackie Winsor,,,,,,,,,,,,,,,,,,,,,
Alice Aycock,,,,,,,,,,,,,,,,,,,,,,,,
Vija Celmins,Paula Modersohn-Becker,,,,,,,,,,,,,,,,,,,,,,,
Natalia Goncharova,,,,,,,,,,,,,,,,,,,,,,,,
Louise Bourgeois,Barbara Hepworth,,,,,,,,,,,,,,,,,,,,,,,
Lois Dodd,Minnie Evans,Jane Freilicher,Mary Heilmann,Yvonne Jacquette,Ann McCoy,Catherine Murphy,Pat Steir,,,,,,,,,,,,,,,,,
Helen Frankenthaler,,,,,,,,,,,,,,,,,,,,,,,,
Diane Arbus,,,,,,,,,,,,,,,,,,,,,,,,
Mary Bauermeister,Lotte Jacobi,Marisol (Marisol Escobar),Bea Nettles,,,,,,,,,,,,,,,,,,,,,
Liliana Porter,,,,,,,,,,,,,,,,,,,,,,,,
Marie Laurencin,,,,,,,,,,,,,,,,,,,,,,,,
Hilla Becher,Mary Miss,,,,,,,,,,,,,,,,,,,,,,,
Gwen John,Marie Laurencin,Agnes Martin,Georgia O'Keeffe,,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,,,,,,,,,,,,,,,,,,,,,,,,
Pat Steir,,,,,,,,,,,,,,,,,,,,,,,,
Agnes Martin,,,,,,,,,,,,,,,,,,,,,,,,
Eleanor Antin,,,,,,,,,,,,,,,,,,,,,,,,
Fionnuala Boyd,Agnes Denes,Helen Frankenthaler,Nancy Graves,Joyce Kozloff,Adriana Maraz-Bernik,Liliana Porter,,,,,,,,,,,,,,,,,,
Kazuko,Jackie Winsor,,,,,,,,,,,,,,,,,,,,,,,
Florence Henri,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Hoch,Barbara Morgan,,,,,,,,,,,,,,,,,,,,,,,
Helena Hernmarck,,,,,,,,,,,,,,,,,,,,,,,,
Sonia Delaunay-Terk,Natalia Goncharova,Florine Stettheimer,,,,,,,,,,,,,,,,,,,,,,
Peggy Bacon,Marie Laurencin,Hedda Sterne,,,,,,,,,,,,,,,,,,,,,,
Michelle Stuart,,,,,,,,,,,,,,,,,,,,,,,,
Gego (Gertrud Goldschmidt),Nancy Graves,Ethelyn Honig,Eleanore Mikus,Louise Nevelson,Liliana Porter,,,,,,,,,,,,,,,,,,,
Ree Morton,,,,,,,,,,,,,,,,,,,,,,,,
Natalia Goncharova,Marie Laurencin,Suzanne Valadon,,,,,,,,,,,,,,,,,,,,,,
Frances Benjamin Johnston,,,,,,,,,,,,,,,,,,,,,,,,
Hanne Darboven,Edda Renouf,Dorothea Rockburne,,,,,,,,,,,,,,,,,,,,,,
Lynda Benglis,,,,,,,,,,,,,,,,,,,,,,,,
Renee Sintenis,,,,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Margaret Bourke-White,Dorothea Lange,Tina Modotti,Marion Palfi,,,,,,,,,,,,,,,,,,,,
Helen Levitt,,,,,,,,,,,,,,,,,,,,,,,,
Susan Weil,,,,,,,,,,,,,,,,,,,,,,,,
Hanne Darboven,Dorothea Rockburne,,,,,,,,,,,,,,,,,,,,,,,
Rebecca Horn,Ulrike Rosenbach,,,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Louise Bourgeois,Helen Frankenthaler,Louise Nevelson,Carol Summers,Dorothea Tanning,Sylvia Wald,June Wayne,,,,,,,,,,,,,,,,,
Joan Jonas,,,,,,,,,,,,,,,,,,,,,,,,
Vija Celmins,Kathe Kollwitz,,,,,,,,,,,,,,,,,,,,,,,
Susana Torre,Lauretta Vinciarelli,Elia Zenghelis,Zoe Zenghelis,,,,,,,,,,,,,,,,,,,,,
Hannah Hoch,,,,,,,,,,,,,,,,,,,,,,,,
Marie Laurencin,,,,,,,,,,,,,,,,,,,,,,,,
Joan Jonas,,,,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Louise Bourgeois,Mary Frank,Nancy Graves,Barbara Hepworth,Marisol (Marisol Escobar),Louise Nevelson,Niki de Saint Phalle,,,,,,,,,,,,,,,,,
Barbara Hepworth,,,,,,,,,,,,,,,,,,,,,,,,
Trisha Brown,Cara DeVito,,,,,,,,,,,,,,,,,,,,,,,
Janet Fish,Valerie Jaudon,Marisol (Marisol Escobar),Louise Nevelson,,,,,,,,,,,,,,,,,,,,,
Hermine Freed,Shigeko Kubota,,,,,,,,,,,,,,,,,,,,,,,
Deidre Burnett,Jacqueline Poncelet,Mary Rogers,,,,,,,,,,,,,,,,,,,,,,
Hilla Becher,,,,,,,,,,,,,,,,,,,,,,,,
June Leaf,Louise Nevelson,Sarai Sherman,Laura Ziegler,,,,,,,,,,,,,,,,,,,,,
Hanne Darboven,Eva Hesse,Agnes Martin,Bridget Riley,Dorothea Rockburne,,,,,,,,,,,,,,,,,,,,
Katarzyna Kobro,,,,,,,,,,,,,,,,,,,,,,,,
Friederike Pezold,,,,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Ruth Bernhard,Julia Margaret Cameron,Imogen Cunningham,Margrethe Mather,Rosalind Fox Solomon,,,,,,,,,,,,,,,,,,,
Marisol (Marisol Escobar),,,,,,,,,,,,,,,,,,,,,,,,
Shigeko Kubota,,,,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Ilse Bing,Joan Lyons,Abigail Perlmutter,Lucia Radochonska,Melissa Shook,Eve Sonneman,Doris Ulmann,,,,,,,,,,,,,,,,,
Louise Bourgeois,,,,,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,,,,,,,,,,,,,,,,,,,,,,,,
Nancy Genn,Louise Nevelson,Jody Shields,Michelle Stuart,,,,,,,,,,,,,,,,,,,,,
Lynda Benglis,Joan Jonas,,,,,,,,,,,,,,,,,,,,,,,
Nancy Graves,Lee Krasner,Howardena Pindell,Edda Renouf,Barbara Chase-Riboud,,,,,,,,,,,,,,,,,,,,
Natalia Goncharova,Hannah Hoch,Georgia O'Keeffe,,,,,,,,,,,,,,,,,,,,,,
Vija Celmins,Alexis Smith,Elyn Zimmerman,,,,,,,,,,,,,,,,,,,,,,
Georgia O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,
Mary Miss,,,,,,,,,,,,,,,,,,,,,,,,
Camille Bryen,Audrey Flack,Helen Frankenthaler,Susan Kaprov,Bea Maddock,Sylvia Plimack Mangold,Marisol (Marisol Escobar),Claire (Claire Mahl) Moore,Edda Renouf,Pat Steir,,,,,,,,,,,,,,,
Diane Arbus,Stephanie Brody Lederman,,,,,,,,,,,,,,,,,,,,,,,
Sophie Taeuber-Arp,,,,,,,,,,,,,,,,,,,,,,,,
Tina Modotti,,,,,,,,,,,,,,,,,,,,,,,,
Germaine Richier,,,,,,,,,,,,,,,,,,,,,,,,
Lisa Steele,Steina Vesulka,,,,,,,,,,,,,,,,,,,,,,,
Cecile Abish,Alice Aycock,Jennifer Bartlett,Agnes Denes,Nancy Graves,Mary Heilmann,Michelle Stuart,,,,,,,,,,,,,,,,,,
Elisabeth Frink,Gwen John,Bridget Riley,,,,,,,,,,,,,,,,,,,,,,
Laurie Anderson,Hilla Becher,Hanne Darboven,Helen Douglas,Susan Hiller,Rebecca Horn,Alison Knowles,Joan Lyons,Annette Messager,Adrian Piper,Anne Poirier,Edda Renouf,Eve Sonneman,Michelle Stuart,Susan Weil,,,,,,,,,,
Nancy Guay,,,,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Laurie Anderson,Imogen Cunningham,Judy Dater,Marisol (Marisol Escobar),,,,,,,,,,,,,,,,,,,,
Suzanne Valadon,,,,,,,,,,,,,,,,,,,,,,,,
Babette Mangolte,,,,,,,,,,,,,,,,,,,,,,,,
Blythe Bohnen,Sonia Delaunay-Terk,Alexandra Exter,Sonia Gechtoff,Natalia Goncharova,Hannah Hoch,Lee Krasner,Jeanne Mammen,Mary Petty,Lyubov Popova,Edda Renouf,Dorothea Rockburne,Susan Rothenberg,Sophie Taeuber-Arp,Suzanne Valadon,,,,,,,,,,
Liza Bear,,,,,,,,,,,,,,,,,,,,,,,,
Anni Albers,Gunta Stolzl,,,,,,,,,,,,,,,,,,,,,,,
Shigeko Kubota,,,,,,,,,,,,,,,,,,,,,,,,
Sonia Delaunay-Terk,Sophie Taeuber-Arp,,,,,,,,,,,,,,,,,,,,,,,
Sonia Gechtoff,Nancy Graves,Lee Krasner,Edda Renouf,Susan Rothenberg,Pat Steir,,,,,,,,,,,,,,,,,,,
Linda Connor,Bea Nettles,,,,,,,,,,,,,,,,,,,,,,,
Barbara Buckner,Maxi Cohen,Nan Hoover,,,,,,,,,,,,,,,,,,,,,,
Joan Jonas,,,,,,,,,,,,,,,,,,,,,,,,
Camille Bryen,Sophie Taeuber-Arp,,,,,,,,,,,,,,,,,,,,,,,
Alice Aycock,,,,,,,,,,,,,,,,,,,,,,,,
Doris Totten Chase,Maxi Cohen,Joan Logue,Susan Raymond,,,,,,,,,,,,,,,,,,,,,
Helen Levitt,Lisette Model,,,,,,,,,,,,,,,,,,,,,,,
Jennifer Bartlett,Emily Fuller,Jan Groover,Ellen Phelan,Eve Sonneman,,,,,,,,,,,,,,,,,,,,
Shigeko Kubota,,,,,,,,,,,,,,,,,,,,,,,,
Frida Kahlo,,,,,,,,,,,,,,,,,,,,,,,,
Joan Giummo,Elizabeth Sweetnam,,,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Jennifer Bartlett,Jackie Ferrara,Sylvia Plimack Mangold,Louise Nevelson,Susan Rothenberg,,,,,,,,,,,,,,,,,,,
Vanessa Bell,Andrea Cascella,Sonia Delaunay-Terk,Hannah Hoch,Hedda Sterne,Suzanne Valadon,,,,,,,,,,,,,,,,,,,
Keiko Tsuno,Steina Vesulka,,,,,,,,,,,,,,,,,,,,,,,
Sonia Delaunay-Terk,Baroness Elsa von Freytag-Loringhoven,Marie Laurencin,,,,,,,,,,,,,,,,,,,,,,
Agnes Denes,Stephanie Brody Lederman,Sylvia Plimack Mangold,Eve Sonneman,,,,,,,,,,,,,,,,,,,,,
Dana Atchley,,,,,,,,,,,,,,,,,,,,,,,,
Diane Arbus,Linda Connor,Marie Cosindas,Judy Dater,Jan Groover,Betty Hahn,Colleen Frances Kenyon,Helen Levitt,Joan Lyons,Sheila Metzner,Sylvia Plachy,Naomi Savage,Rosalind Fox Solomon,Eve Sonneman,,,,,,,,,,,
Berenice Abbott,Yvonne Jacquette,Ruth Orkin,,,,,,,,,,,,,,,,,,,,,,
Lee Krasner,,,,,,,,,,,,,,,,,,,,,,,,
Anne Poirier,,,,,,,,,,,,,,,,,,,,,,,,
Laurie Anderson,,,,,,,,,,,,,,,,,,,,,,,,
Anna Bella Geiger,,,,,,,,,,,,,,,,,,,,,,,,
Vera Ermolaeva,Alexandra Exter,Natalia Goncharova,Lyubov Popova,Olga Rozanova,Varvara Stepanova,,,,,,,,,,,,,,,,,,,
Jo Baer,Helen Frankenthaler,Agnes Martin,,,,,,,,,,,,,,,,,,,,,,
Kazuko,Sylvia Plimack Mangold,,,,,,,,,,,,,,,,,,,,,,,
Lynda Benglis,Stephanie Brody Lederman,Louise Nevelson,Jody Shields,,,,,,,,,,,,,,,,,,,,,
Jackie Winsor,,,,,,,,,,,,,,,,,,,,,,,,
Anne Ryan,,,,,,,,,,,,,,,,,,,,,,,,
Kate Craig,,,,,,,,,,,,,,,,,,,,,,,,
Laurie Anderson,Jane Freilicher,Marisol (Marisol Escobar),,,,,,,,,,,,,,,,,,,,,,
Mako Idemitsu,Kyoko Michishita,Fujiko Nakaya,,,,,,,,,,,,,,,,,,,,,,
Rosalind Fox Solomon,,,,,,,,,,,,,,,,,,,,,,,,
Alice Aycock,Lynda Benglis,Eva Hesse,Jackie Winsor,,,,,,,,,,,,,,,,,,,,,
Lynda Benglis,,,,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Hilla Becher,Jan Groover,,,,,,,,,,,,,,,,,,,,,,
Elena Borstein,Linda Chapman,Emily Fuller,Patricia Johanson,Marie Laurencin,Georgia O'Keeffe,Irene Rice Pereira,Helen Torr,,,,,,,,,,,,,,,,,
Sherry Miller,,,,,,,,,,,,,,,,,,,,,,,,
Eileen Gray,Mary Rogers,,,,,,,,,,,,,,,,,,,,,,,
Max Almy,Nancy Buchanan,Kathryn Kanehiro,,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,,,,,,,,,,,,,,,,,,,,,,,,
Joan Giummo,Elizabeth Sweetnam,Keiko Tsuno,Debora von Mosler,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Anni Albers,Peggy Bacon,Margaret Bourke-White,Marianne Brandt,Imogen Cunningham,Sonia Delaunay-Terk,Vera Ermolaeva,Alexandra Exter,Hannah Hoch,Erika Giovanna Klien,Kathe Kollwitz,Jeanne Mammen,Tina Modotti,Georgia O'Keeffe,Charlotte Perriand,Florine Stettheimer,Helen Torr,,,,,,,
Berenice Abbott,Margrethe Mather,Tina Modotti,,,,,,,,,,,,,,,,,,,,,,
Mary Cassatt,Suzanne Valadon,,,,,,,,,,,,,,,,,,,,,,,
Hermine Freed,Jan Groover,Eve Sonneman,,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Diane Arbus,Margaret Bourke-White,Julia Margaret Cameron,Imogen Cunningham,Jan Groover,Frances Benjamin Johnston,Gertrude Kaseebier,Colleen Frances Kenyon,Dorothea Lange,Helen Levitt,Lisette Model,Tina Modotti,Rosalind Fox Solomon,Carol Block Taback,Marion Post Wolcott,,,,,,,,,
Nan Hoover,,,,,,,,,,,,,,,,,,,,,,,,
Georgia O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,
Ros Barron,,,,,,,,,,,,,,,,,,,,,,,,
Eileen Gray,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer Bartlett,Helen Frankenthaler,Lois Lane,,,,,,,,,,,,,,,,,,,,,,
Lois Lane,Judy Pfaff,Susan Rothenberg,,,,,,,,,,,,,,,,,,,,,,
Louise Nevelson,,,,,,,,,,,,,,,,,,,,,,,,
Betty Hahn,Valerie Jaudon,Judy Pfaff,Kim Steele,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Diane Arbus,Margaret Bourke-White,Julia Margaret Cameron,Imogen Cunningham,Jan Groover,Frances Benjamin Johnston,Gertrude Kaseebier,Colleen Frances Kenyon,Dorothea Lange,Helen Levitt,Joan Mitchell,Lisette Model,Tina Modotti,Rosalind Fox Solomon,Carol Block Taback,Marion Post Wolcott,,,,,,,,
Elizabeth Butterworth,Stephanie Brody Lederman,Dora Maar (Henriette Theodora Markovitch),Eve Sonneman,,,,,,,,,,,,,,,,,,,,,
Rosalind Fox Solomon,,,,,,,,,,,,,,,,,,,,,,,,
Linda Montano,,,,,,,,,,,,,,,,,,,,,,,,
Rosemarie Castoro,Lucinda Childs,Lynne Clibanoff,Mary Miss,,,,,,,,,,,,,,,,,,,,,
Yvonne Jacquette,Joan Snyder,,,,,,,,,,,,,,,,,,,,,,,
Alice Aycock,Frances Barth,Elizabeth Butterworth,Sonia Delaunay-Terk,Natalia Goncharova,Yvonne Jacquette,Lois Lane,Sylvia Plimack Mangold,Agnes Martin,Joyce Weinstein,,,,,,,,,,,,,,,
Frances Barth,Rosemarie Castoro,Denise Green,Marcia Hafif,,,,,,,,,,,,,,,,,,,,,
Dorothea Rockburne,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer Bartlett,Jan Groover,Nancy Holt,Eve Sonneman,Pat Steir,,,,,,,,,,,,,,,,,,,,
Maxi Cohen,,,,,,,,,,,,,,,,,,,,,,,,
